post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2012-01-09 00:00:00","<fortran>","0","1742","2","","1","1"
"2012-01-10 00:00:00","<fortran>","0","4643","2","","1","1"
"2012-01-25 00:00:00","<fortran>","46","36480","5","17","13","1"
"2012-02-26 00:00:00","<fortran>","1","8088","3","0","7","1"
"2012-04-01 00:00:00","<fortran>","0","1084","1","","2","1"
"2012-04-03 00:00:00","<fortran>","5","22529","1","","1","1"
"2012-05-08 00:00:00","<fortran>","0","230","1","","12","1"
"2012-08-01 00:00:00","<fortran>","1","333","4","","1","1"
"2012-08-30 00:00:00","<fortran>","4","115","2","","2","1"
"2012-09-23 00:00:00","<fortran>","1","346","1","","5","1"
"2012-10-08 00:00:00","<fortran>","2","427","1","1","1","1"
"2012-11-06 00:00:00","<fortran>","0","1967","1","","2","1"
"2012-11-07 00:00:00","<fortran>","0","306","1","","2","1"
"2012-11-23 00:00:00","<fortran>","4","705","2","","0","2"
"2013-01-15 00:00:00","<fortran>","1","3236","2","","0","1"
"2013-02-15 00:00:00","<fortran>","0","238","2","","6","1"
"2013-02-18 00:00:00","<fortran>","0","639","2","","0","1"
"2013-02-23 00:00:00","<fortran>","0","234","2","","2","1"
"2013-03-16 00:00:00","<fortran>","0","301","1","","0","1"
"2013-03-21 00:00:00","<fortran>","2","1962","1","","8","1"
"2013-05-19 00:00:00","<fortran>","-3","3468","2","","0","1"
"2013-05-29 00:00:00","<fortran>","0","186","1","","3","1"
"2013-06-14 00:00:00","<fortran>","3","1091","4","","0","1"
"2013-06-19 00:00:00","<fortran>","0","235","1","1","0","1"
"2013-07-24 00:00:00","<fortran>","2","290","1","","1","1"
"2013-10-11 00:00:00","<fortran>","0","2022","1","","1","1"
"2013-10-12 00:00:00","<fortran>","1","167","1","","0","1"
"2013-11-12 00:00:00","<fortran>","0","201","0","","2","1"
"2014-02-26 00:00:00","<fortran>","2","446","7","","10","2"
"2014-03-12 00:00:00","<fortran>","12","8593","5","6","1","2"
"2014-08-18 00:00:00","<fortran>","1","504","1","","9","1"
