post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2014-12-16 00:00:00","<perl>","0","227","8","","6","4"
"2017-11-21 00:00:00","<rust>","1","272","3","","17","4"
"2011-04-28 00:00:00","<fortran>","2","8675","4","6","7","1"
"2016-10-17 00:00:00","<rust>","5","845","3","","9","2"
"2012-09-27 00:00:00","<perl>","8","11135","9","0","15","5"
"2015-12-30 00:00:00","<rust>","3","1141","2","","4","2"
"2016-05-11 00:00:00","<fortran>","1","90","2","","0","1"
"2015-07-14 00:00:00","<rust>","1","94","1","","0","1"
"2010-12-31 00:00:00","<pascal>","1","1175","3","","0","1"
"2013-12-21 00:00:00","<perl>","9","7461","13","","10","6"
"2014-09-16 00:00:00","<rust>","4","1001","5","","6","2"
